#{"t_start": 1730800626.0318651, "env_id": "BicycleMaze-v0"}
r,l,t
-2.493609,14,405.857665
-4.48852,5,406.039884
-4.407016,12,406.443294
-6.088081,6,406.65788
-5.204129,9,406.992991
-4.314225,7,407.25059
-1.840397,11,407.657252
-3.627269,6,407.845755
2.455396,31,408.818415
-4.86679,8,409.094817
-0.354775,23,409.923221
-5.995457,10,410.264027
-2.212333,17,410.867191
1.413502,16,411.329936
-5.531365,18,411.999077
-2.503024,11,412.342086
3.573666,22,413.122199
-3.932318,4,413.261518
-4.724046,3,413.376692
-5.277787,12,413.858804
-3.86434,10,414.227186
-4.074529,13,414.664205
-5.538664,8,414.945522
2.162389,24,415.78361
-3.754048,11,416.186566
0.739142,23,416.991794
-2.541392,10,417.379099
-3.308359,9,417.73045
0.173751,14,418.228793
-1.800085,16,418.844652
-1.433472,13,419.311322
-4.739496,5,419.485773
-5.480996,8,419.794362
-4.372536,3,419.900165
-4.000184,9,420.233023
1.621271,40,421.715506
-1.163433,20,422.331996
-4.882199,7,422.53994
-5.106712,8,422.822342
-2.50503,8,423.060729
-5.268402,5,423.218084
-5.245563,24,423.965467
-4.120369,4,424.138668
-2.403611,7,424.382368
-3.488753,13,424.83806
2.916235,26,425.630047
-3.83529,6,425.836554
-1.237989,15,426.290236
1.50275,36,427.488292
-5.804872,6,427.660843
-5.534963,16,428.27634
-3.630338,18,428.898161
5.589042,34,430.071157
-2.59074,7,430.340919
2.149991,16,430.93925
-4.903377,7,431.137612
6.019129,37,432.335916
-5.390623,8,432.607877
-0.759631,11,432.948013
-2.762081,8,433.249783
-3.606808,7,433.492301
-4.781091,5,433.693956
-5.565974,8,433.943528
-2.537609,22,434.667179
-5.774914,5,434.909087
-5.332414,8,435.099
-4.787001,8,435.421348
-1.352787,12,435.848423
1.847808,23,436.593668
-5.200345,6,436.845224
-4.779036,4,437.049872
-4.563643,6,437.199072
-5.130678,5,437.411923
-5.147432,22,438.110251
-2.046496,31,439.228115
-6.605956,5,439.45021
-7.402099,10,439.854053
-4.570426,9,440.116687
-2.396383,9,440.434926
-4.516123,6,440.65678
-7.136298,12,441.092615
-3.011048,7,441.413084
-3.852277,9,441.689097
-6.045451,7,441.928124
0.226297,14,442.392258
-5.495018,9,442.917343
0.576275,26,443.675042
16.547499,14,444.156055
-4.387223,15,444.623363
-4.123192,5,444.852817
-4.885557,9,445.182975
-3.569319,13,445.619781
3.306134,18,446.222523
-5.893243,6,446.447801
-1.553193,19,447.121911
-3.195442,25,448.006974
-1.050645,16,448.576617
-5.339966,13,449.006525
-4.308626,11,449.400673
-3.849978,5,449.560001
-5.777297,5,449.765989
-0.749992,17,450.32239
-1.404577,10,450.671111
-4.394616,6,450.890843
-3.743298,7,451.140288
9.35461,39,452.546479
-5.098553,4,452.666713
-1.645434,11,453.030105
-2.482394,12,453.590788
2.209511,21,454.168677
-6.032112,6,454.346251
-3.979585,9,454.618573
-3.640574,9,454.867848
-0.746134,17,455.361286
-3.343727,20,455.97496
-6.86919,6,456.146938
-4.83106,5,456.298304
-3.131323,18,456.835882
-2.443183,16,457.362831
2.323942,14,457.804173
-1.123723,9,458.072241
7.038759,28,459.081846
-3.22881,13,459.597446
0.253578,21,460.342433
-3.092203,23,461.149201
-1.269302,13,461.615039
-4.824226,4,461.784077
-1.179894,14,462.337173
-4.744507,6,462.565053
-4.791622,6,462.782478
0.866535,24,463.637145
-1.83202,13,464.071092
-5.846397,12,464.507659
-0.536536,17,465.105211
-4.938616,13,465.575726
-5.488762,11,465.9792
-4.344129,5,466.14245
-4.031839,5,466.335554
3.114893,26,467.252642
-2.807088,9,467.614864
-4.643792,4,467.758214
-3.978597,8,468.084986
-1.744766,8,468.408853
-3.706286,6,468.672081
7.010483,45,514.423491
-4.751327,15,514.848555
7.097113,27,515.593289
2.027395,55,517.367977
-1.038969,23,518.036439
-1.33892,12,518.392064
-9.807139,31,519.484219
-2.047742,26,520.377021
-6.219984,5,520.553126
-4.31258,5,520.729821
-4.181546,9,521.109764
-3.838764,23,521.812779
-6.059925,9,522.080225
5.892916,26,522.910198
-5.16009,7,523.144629
-5.00424,5,523.328114
-3.100968,7,523.529841
-3.322335,20,524.207974
-3.633319,12,524.579937
6.001293,34,525.660553
-5.986756,14,526.182863
4.211783,27,527.408175
1.323506,29,528.155797
-1.321572,14,528.568191
-3.799129,45,529.714274
-3.923488,19,530.276154
-6.181855,9,530.493144
-0.254155,21,531.158521
-2.903443,10,531.473418
3.910768,29,532.307568
-4.706383,6,532.519997
-4.762872,4,532.676449
14.89361,43,534.024555
-1.676606,16,534.542247
1.537942,18,535.102102
-9.189036,40,536.347507
-3.833354,9,536.644875
-4.868835,13,537.057693
-5.5661,8,537.315223
-4.465577,42,538.55716
6.819782,27,539.358589
-3.92545,11,539.681821
-3.174797,8,539.929816
0.558521,22,540.517651
-2.730386,11,540.832885
-0.740266,14,541.284733
-6.454161,8,541.576559
-4.631686,3,541.69192
-0.490288,21,542.386119
1.335573,51,544.121151
-0.733557,15,544.584057
-1.982269,8,544.909881
6.811264,29,545.778123
-7.433729,19,546.40179
-3.935365,11,546.790617
4.243542,25,547.77281
-3.668512,12,548.10104
1.5568,27,548.837843
0.060433,24,549.440718
-6.755885,14,549.84698
1.404037,18,550.374452
-0.86361,10,569.691726
19.435212,52,571.370944
-3.696262,6,571.571591
-0.591182,13,571.960187
-4.3216,5,572.136964
-4.339807,10,572.475402
8.942508,27,573.305358
-3.830785,7,573.538458
-3.216056,16,574.024985
5.448161,37,575.241765
-3.146412,10,575.530987
-1.340119,11,575.922462
-1.70361,10,576.248285
-2.181167,11,576.597986
-4.470961,7,576.857565
7.319908,27,577.730144
-1.249364,27,578.587649
11.26979,39,579.839451
3.631293,25,580.673652
-4.553824,9,580.993764
-7.282478,19,581.647279
0.959625,17,582.261012
1.915527,19,582.852146
-1.30566,23,583.596291
-1.901038,22,584.294807
-2.421826,18,584.859392
-2.267734,16,585.36012
-4.549518,8,585.581376
8.048128,36,586.752198
0.760776,22,587.478295
-1.333042,12,587.926046
13.615148,47,589.487493
-3.672761,10,589.782168
-4.971969,13,590.19359
